working_capacity_0,working_capacity_1,working_capacity_2,working_capacity_3,fish_production_capacity_0,fish_production_capacity_1,crop_production_capacity_0,crop_production_capacity_1,crop_production_capacity_2,meat_production_capacity_0,meat_production_capacity_1,biodiversity_0,biodiversity_1,abiotic_resources_0,abiotic_resources_1,water_production_capacity_(drinking_water_&_irrigation_water)_0,water_production_capacity_(drinking_water_&_irrigation_water)_1,water_production_capacity_(drinking_water_&_irrigation_water)_2,Year,Company Name,target
4,53,8.0,314.0,10,995.0,6,1.0,887.0,1,39.0,2,1.0,20.0,273.0,54,93.0,797.0,2011,"SAMSUNG ELECTRO-MECHANICS CO.,LTD. ",-0.23800000000000002
2,56,80.0,301.0,6,187.0,3,29.0,382.0,75,504.0,1,134.0,3.0,66.0,2,45.0,14.0,2011,SUNPOWER CORPORATION,
4,74,65.0,28.0,11,871.0,6,42.0,510.0,1,45.0,2,98.0,997.0,357.94894756277694,5,47.0,174.0,2011,TAIYO YUDEN CO LTD,-0.4261
4,73,0.0,823.0,11,19.0,6,26.0,781.0,1,46.0,2,6.0,3.0,918.0,2,56.0,873.0,2011,NAN YA PRINTED CIRCUIT BOARD CORPORATION,-0.4949
4,19,23.0,595.0,9,674.0,5,56.0,166.0,1,30.0,1,760.0,1.0,535.0,29,92.0,275.0,2011,VANGUARD INTERNATIONAL SEMICONDUCTOR CORPORATION,-1.5278
4,44,25.0,501.0,10,217.0,5,88.0,803.0,1,37.0,1,854.0,2.0,411.0,2,41.0,975.0,2011,COMPEQ MANUFACTURING COMPANY LIMITED,-1.0031
3,39,35.0,261.0,8,755.0,4,34.0,763.0,1,0.0,1,589.0,17.0,382.0,30,42.0,85.0,2011,"DELTA ELECTRONICS,INC. ",-0.1103
3,77,8.0,729.0,8,970.0,5,0.0,229.0,1,15.0,1,628.0,15.0,303.0,14,12.0,442.0,2011,LG INNOTEK COMPANY LIMITED,
3,38,71.0,554.0,7,893.0,4,48.0,803.0,1,4.0,1,437.0,2.0,853.0,17,4.0,107.0,2011,MACRONIX INTERNATIONAL COMPANY LIMITED,-0.3371
2,28,96.0,43.0,6,118.0,2,70.0,428.0,58,583.0,1,136.0,10.0,26.0,56,96.0,122.0,2011,"ADVANCED MICRO DEVICES,INC. ",-0.0647
2,45,34.0,463.0,5,812.0,3,22.0,939.0,75,436.0,1,57.0,3.0,505.0,20,57.0,607.0,2011,WINBOND ELECTRONICS CORPORATION,
2,23,58.0,709.0,6,525.0,2,42.0,791.0,49,207.0,1,224.0,16.0,44.0,7,17.0,457.0,2011,"APPLIED MATERIALS,INC. ",-0.0106
2,4,80.0,907.0,4,719.0,2,76.0,510.0,63,144.0,863,418.64977022698787,2.0,928.0,3,94.0,875.0,2011,OMRON CORPORATION,-0.034
1,56,15.0,488.0,3,973.0,1,92.0,148.0,42,853.0,734,418.64977022698787,4.0,67.0,32,71.0,303.0,2011,ANALOG DEVICES INCORPORATED,-0.0184
1,79,24.0,530.0,4,432.0,2,42.0,795.0,55,204.0,805,418.64977022698787,2.0,610.0,4,80.0,770.0,2011,ALPS ALPINE CO LTD,-0.0499
1,58,98.0,420.0,3,661.0,2,11.0,351.0,49,457.0,666,418.64977022698787,1.0,108.0,7,37.0,446.0,2011,ILJIN MATERIALS,-1.9174
1,50,93.0,40.0,3,538.0,2,4.0,316.0,46,150.0,633,418.64977022698787,3.0,170.0,5,38.0,556.0,2011,TOKYO ELECTRON LTD,-0.0125
1,17,58.0,573.0,2,732.0,1,55.0,898.0,36,367.0,497,418.64977022698787,828.0,357.94894756277694,63,949.0,333.03157793395593,2011,WALTON ADVANCED ENGINEERING INC,-0.44939999999999997
1,9,30.0,97.0,2,481.0,1,38.0,854.0,31,32.0,451,418.64977022698787,57.0,905.0,3,84.0,470.0,2011,ASML HOLDING NV,-0.0054
76,97,745.0,445.7999546896239,1,857.0,1,1.0,270.0,23,327.0,338,418.64977022698787,1.0,883.0,6,86.0,368.0,2011,EVERLIGHT ELECTRONICS CO LTD,-0.1741
78,66,68.0,445.7999546896239,1,946.0,1,2.0,942.0,23,506.0,354,418.64977022698787,2.0,848.0,41,331.0,333.03157793395593,2011,MOTECH INDUSTRIES INC,
58,98,751.0,445.7999546896239,1,343.0,79,123.0,437.0365710630131,18,262.0,245,418.64977022698787,524.0,357.94894756277694,8,96.0,103.0,2011,JAPAN AVIATION ELECTRONICS INDUSTRY LIMITED,-0.0836
39,99,899.0,445.7999546896239,929,400.9971119806223,54,987.0,437.0365710630131,12,188.0,172,418.64977022698787,1.0,208.0,20,13.0,222.0,2011,SCREEN HOLDINGS CO LTD,-0.0175
40,99,303.0,445.7999546896239,1,373.0,37,689.0,437.0365710630131,6,457.0,261,418.64977022698787,5.0,7.0,6,99.0,305.0,2011,LAM RESEARCH CORPORATION,-0.006500000000000001
29,84,37.0,445.7999546896239,1,109.0,23,211.0,437.0365710630131,3,112.0,213,418.64977022698787,4.0,96.0,1,0.0,487.0,2011,KLA-TENCOR CORP,-0.0031
29,20,605.0,445.7999546896239,728,400.9971119806223,39,641.0,437.0365710630131,8,983.0,132,418.64977022698787,473.0,357.94894756277694,3,42.0,171.0,2011,DISCO CORPORATION,-0.0159
26,16,476.0,445.7999546896239,595,400.9971119806223,35,395.0,437.0365710630131,8,38.0,108,418.64977022698787,472.0,357.94894756277694,2,57.0,639.0,2011,ADVANTEST CORPORATION,-0.036699999999999997
27,88,842.0,445.7999546896239,607,400.9971119806223,38,910.0,437.0365710630131,8,353.0,112,418.64977022698787,1.0,407.0,65,390.0,333.03157793395593,2011,YASKAWA ELECTRIC CORPORATION,-0.0174
23,16,419.0,445.7999546896239,780,400.9971119806223,27,950.0,437.0365710630131,5,480.0,142,418.64977022698787,4.0,861.0,9,631.0,333.03157793395593,2011,SIMPLO TECHNOLOGY CO LTD,-0.0177
22,52,607.0,445.7999546896239,567,400.9971119806223,29,371.0,437.0365710630131,6,665.0,103,418.64977022698787,1.0,0.0,11,719.0,333.03157793395593,2011,TXC CORPORATION,-0.060599999999999994
5,3,920.0,445.7999546896239,145,400.9971119806223,7,99.0,437.0365710630131,1,509.0,26,418.64977022698787,235.0,357.94894756277694,36,102.0,333.03157793395593,2011,TOKYO SEIMITSU CO LTD,-0.0063
11,74,34.0,453.0,27,85.0,16,10.0,618.0,3,79.0,4,921.0,43.0,147.0,3,44.0,81.0,2011,TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY LIMITED,0.0182
16,87,49.0,89.0,34,965.0,22,4.0,509.0,4,67.0,6,517.0,36.0,71.0,73,72.0,416.0,2011,BALL CORPORATION,-0.22920000000000001
10,34,22.0,76.0,20,671.0,12,33.0,375.0,2,63.0,3,839.0,45.0,32.0,1,24.0,8.0,2011,INGERSOLL-RAND PLC,-0.1112
9,52,64.0,142.0,22,616.0,12,69.0,609.0,2,95.0,4,95.0,5.0,531.0,21,53.0,682.0,2011,NSK LTD.,-0.175
7,58,17.0,367.0,18,512.0,10,10.0,392.0,2,34.0,3,322.0,5.0,500.0,29,38.0,521.0,2011,TOYO SEIKAN GROUP HOLDINGS LTD,-0.2426
5,25,17.0,720.0,13,10.0,5,97.0,787.0,1,36.0,2,403.0,11.0,44.0,1,66.0,88.0,2011,SANDVIK AB,-0.0455
6,30,97.0,76.0,15,39.0,8,42.0,559.0,1,94.0,2,733.0,7.0,439.0,32,47.0,982.0,2011,JTEKT CORPORATION,-0.1272
6,2,75.0,383.0,32,490.0,7,58.0,399.0,1,73.0,4,281.0,843.0,357.94894756277694,35,9.0,262.0,2011,GEORG FISCHER AG,-0.2995
6,31,80.0,989.0,14,582.0,8,41.0,572.0,1,96.0,2,660.0,1.0,864.0,1,96.0,234.0,2011,NGK INSULATORS LTD,-0.15410000000000001
5,81,63.0,776.0,13,639.0,7,75.0,439.0,1,80.0,2,480.0,4.0,127.0,10,63.0,854.0,2011,NTN CORPORATION,-0.1883
5,10,62.0,834.0,11,638.0,7,10.0,219.0,1,49.0,2,149.0,22.0,607.0,44,26.0,121.0,2011,MITSUBISHI HEAVY INDUSTRIES LIMITED,-0.0429
4,90,42.0,945.0,11,434.0,6,38.0,253.0,1,48.0,2,79.0,1.0,73.0,19,62.0,206.0,2011,MORGAN ADVANCED MATERIALS PLC,-0.25
4,74,67.0,592.0,11,585.0,6,26.0,774.0,1,31.0,1,896.0,3.0,54.0,22,45.0,445.0,2011,TRELLEBORG AB (PUBL.),-0.1496
3,72,44.0,303.0,7,926.0,4,48.0,622.0,1,2.0,1,452.0,11.0,54.0,45,85.0,895.0,2011,LINCOLN ELECTRIC HOLDINGS INCORPORATED,-0.1442
3,88,70.0,649.0,9,3.0,5,9.0,709.0,1,19.0,1,637.0,90.0,129.0,8,61.0,34.0,2011,BODYCOTE PLC,-0.3179
3,61,59.0,768.0,22,729.0,4,73.0,363.0,1,4.0,3,270.0,2.0,95.0,31,10.0,150.0,2011,MINEBEA MITSUMI INC,-0.1383
3,55,34.0,310.0,8,856.0,3,72.0,317.0,80,375.0,1,689.0,18.0,15.0,19,44.0,212.0,2011,METSO OYJ,-0.054400000000000004
2,87,48.0,968.0,7,217.0,4,11.0,198.0,84,109.0,1,362.0,9.0,552.0,46,44.0,529.0,2011,"KAWASAKI HEAVY INDUSTRIES,LIMITED ",-0.061200000000000004
2,78,49.0,759.0,7,126.0,3,74.0,604.0,84,289.0,1,292.0,9.0,243.0,15,91.0,779.0,2011,IHI CORPORATION,-0.0375
1,98,34.0,775.0,4,991.0,2,34.0,647.0,53,44.0,904,418.64977022698787,3.0,61.0,52,96.0,574.0,2011,WEIR GROUP PLC,-0.0418
1,63,51.0,609.0,3,954.0,2,22.0,22.0,50,348.0,713,418.64977022698787,1.0,775.0,62,81.0,860.0,2011,SCHINDLER HOLDING AG,-0.0235
1,94,9.0,512.0,5,47.0,1,77.0,216.0,36,915.0,978,418.64977022698787,14.0,27.0,2,70.0,103.0,2011,KONE OYJ,-0.0239
1,86,76.0,704.0,4,968.0,1,68.0,442.0,33,789.0,950,418.64977022698787,9.0,87.0,5,21.0,250.0,2011,ATLAS COPCO AB,-0.008
1,81,19.0,276.0,4,259.0,2,41.0,623.0,56,108.0,774,418.64977022698787,1.0,411.0,8,19.0,598.0,2011,KURITA WATER INDUSTRIES LIMITED,-0.0499
1,57,7.0,968.0,3,813.0,1,79.0,541.0,40,411.0,715,418.64977022698787,5.0,18.0,5,85.0,502.0,2011,KONECRANES ABP,-0.1118
1,50,49.0,176.0,3,846.0,1,67.0,240.0,37,437.0,681,418.64977022698787,12.0,43.0,2,92.0,339.0,2011,HEIDELBERGER DRUCKMASCHINEN AG,
1,43,38.0,560.0,3,411.0,2,6.0,332.0,41,490.0,631,418.64977022698787,4.0,266.0,7,83.0,992.0,2011,SUMITOMO HEAVY INDUSTRIES LTD,-0.024
1,28,31.0,676.0,3,153.0,1,71.0,885.0,39,570.0,553,418.64977022698787,829.0,357.94894756277694,9,5.0,577.0,2011,SULZER AG,-0.0388
91,98,448.0,445.7999546896239,1,700.0,90,466.0,437.0365710630131,19,416.0,316,418.64977022698787,7.0,87.0,4,86.0,395.0,2011,IDEX CORPORATION,-0.0291
73,39,149.0,445.7999546896239,1,746.0,97,982.0,437.0365710630131,22,658.0,317,418.64977022698787,820.0,357.94894756277694,25,96.0,510.0,2011,NORITAKE CO LTD,-0.1789
90,55,388.0,445.7999546896239,2,317.0,92,223.0,437.0365710630131,19,610.0,438,418.64977022698787,3.0,48.0,4,80.0,418.0,2011,ALFA LAVAL AB,-0.0154
84,83,668.0,445.7999546896239,2,24.0,1,12.0,636.0,26,30.0,363,418.64977022698787,1.0,91.0,45,772.0,333.03157793395593,2011,HIWIN TECHNOLOGIES CORP.,-0.0576
49,99,494.0,445.7999546896239,1,180.0,67,259.0,437.0365710630131,15,482.0,214,418.64977022698787,299.0,357.94894756277694,12,81.0,128.0,2011,DAETWYLER HOLDING AG,-0.0907
55,17,78.0,445.7999546896239,1,313.0,73,662.0,437.0365710630131,17,29.0,239,418.64977022698787,630.0,357.94894756277694,29,943.0,333.03157793395593,2011,OSG CORPORATION,-0.0353
53,27,474.0,445.7999546896239,1,246.0,71,448.0,437.0365710630131,16,528.0,226,418.64977022698787,232.0,357.94894756277694,1,88.0,458.0,2011,RIETER HOLDING AG,-0.0625
36,16,553.0,445.7999546896239,956,400.9971119806223,39,833.0,437.0365710630131,8,780.0,173,418.64977022698787,1.0,2.0,14,91.0,50.0,2011,SPIRAX-SARCO ENGINEERING PLC,-0.0264
45,46,950.0,445.7999546896239,1,318.0,60,476.0,437.0365710630131,13,526.0,237,418.64977022698787,3.0,127.0,2,58.0,323.0,2011,EBARA CORPORATION,-0.011899999999999999
34,33,158.0,445.7999546896239,992,400.9971119806223,47,66.0,437.0365710630131,10,422.0,187,418.64977022698787,1.0,240.0,27,630.0,333.03157793395593,2011,DAIFUKU COMPANY LIMITED,-0.1493
26,72,312.0,445.7999546896239,587,400.9971119806223,35,781.0,437.0365710630131,7,998.0,108,418.64977022698787,1.0,270.0,99,217.0,333.03157793395593,2011,AMADA HOLDINGS CO LTD,-0.1069
18,38,590.0,445.7999546896239,426,400.9971119806223,24,591.0,437.0365710630131,5,581.0,78,418.64977022698787,563.0,357.94894756277694,74,814.0,333.03157793395593,2011,KOMORI CORPORATION,
12,42,448.0,445.7999546896239,366,400.9971119806223,11,251.0,437.0365710630131,2,91.0,66,418.64977022698787,70.0,725.0,17,88.0,333.03157793395593,2011,ROTORK P.L.C.,-0.0077
50,27,664.0,445.7999546896239,1,258.0,67,449.0,437.0365710630131,15,315.0,228,418.64977022698787,1.0,318.0,63,96.0,853.0,2011,NABTESCO CORPORATION,0.0049
1,7,53.0,649.0,2,36.0,1,70.0,115.0,41,713.0,375,418.64977022698787,3.0,36.0,2,61.0,467.0,2011,IMI PLC,0.0199
45,60,20.0,51.0,1,16.0,49,82.0,734.0,13,86.0,25,645.0,1.0,484.0,21,84.0,469.0,2011,"THK CO.,LTD. ",1.6247
20,79,16.0,773.0,57,819.0,27,44.0,59.0,6,19.0,10,884.0,2.0,94.0,3,59.0,95.0,2011,"MOHAWK INDUSTRIES,INC. ",-0.7308
8,24,81.0,231.0,19,324.0,10,86.0,385.0,2,53.0,3,472.0,62.0,893.0,4,58.0,14.0,2011,STEINHOFF INTERNATIONAL HOLDINGS NV,-2.4192
33,29,11.0,56.0,77,450.0,43,8.0,263.0,10,3.0,14,48.0,37.0,98.0,86,38.0,33.0,2011,CONTINENTAL AG,-0.11
14,98,95.0,628.0,35,912.0,20,5.0,540.0,4,65.0,6,559.0,24.0,39.0,44,18.0,61.0,2011,DENSO CORPORATION,-0.0641
12,46,53.0,886.0,29,871.0,16,65.0,882.0,3,86.0,5,392.0,17.0,330.0,2,48.0,48.0,2011,AISIN SEIKI CO LTD,-0.085
7,5,29.0,800.0,36,723.0,6,51.0,73.0,1,52.0,3,890.0,23.0,78.0,7,42.0,60.0,2011,BHARAT HEAVY ELECTRICALS LIMITED,-0.10679999999999999
13,51,50.0,56.0,33,667.0,18,10.0,532.0,4,19.0,6,138.0,15.0,613.0,28,64.0,172.0,2011,SUMITOMO ELECTRIC INDUSTRIES LIMITED,-0.10400000000000001
6,85,66.0,116.0,15,507.0,9,30.0,51.0,2,9.0,2,806.0,10.0,890.0,75,12.0,409.0,2011,VALEO SA,-0.0859
7,36,2.0,164.0,17,21.0,10,19.0,572.0,2,23.0,3,156.0,11.0,360.0,3,15.0,281.0,2011,TOYOTA INDUSTRIES CORPORATION,-0.08410000000000001
7,2,12.0,416.0,16,506.0,9,55.0,279.0,2,14.0,3,39.0,16.0,223.0,34,72.0,408.0,2011,FAURECIA SE,-0.0882
4,44,3.0,921.0,11,194.0,5,96.0,469.0,1,35.0,2,38.0,65.0,698.0,54,6.0,292.0,2011,VISTEON CORPORATION,-0.20739999999999997
4,45,96.0,808.0,10,458.0,5,94.0,648.0,1,38.0,1,895.0,3.0,293.0,48,36.0,605.0,2011,KOITO MANUFACTURING CO LTD,-0.10310000000000001
4,95,67.0,369.0,11,521.0,6,68.0,351.0,1,52.0,2,111.0,7.0,168.0,4,63.0,37.0,2011,KUBOTA CORPORATION,-0.0446
4,63,68.0,996.0,10,906.0,6,18.0,466.0,1,43.0,1,975.0,3.0,830.0,7,58.0,109.0,2011,NOK CORPORATION,-0.10490000000000001
3,92,45.0,233.0,9,125.0,5,22.0,831.0,1,22.0,1,656.0,1.0,904.0,7,91.0,284.0,2011,"STANLEY ELECTRIC CO,LTD. ",-0.1047
3,47,66.0,743.0,10,337.0,4,46.0,531.0,1,3.0,1,630.0,53.0,318.0,7,76.0,654.0,2011,DOOSAN HEAVY INDUSTRIES CONSTRUCTION CO LTD,-0.08839999999999999
3,44,34.0,493.0,15,259.0,4,8.0,894.0,92,504.0,2,1.0,1.0,65.0,7,96.0,524.0,2011,HYUNDAI MOBIS,-0.0158
2,96,68.0,692.0,7,216.0,4,8.0,343.0,89,816.0,1,303.0,7.0,552.0,7,90.0,731.0,2011,TOYOTA BOSHOKU CORPORATION,-0.0666
2,75,24.0,50.0,6,440.0,3,65.0,86.0,85,500.0,1,157.0,3.0,502.0,1,69.0,768.0,2011,NHK SPRING CO LTD,-0.0661
2,9,72.0,972.0,4,894.0,2,80.0,338.0,65,165.0,895,418.64977022698787,2.0,67.0,8,75.0,192.0,2011,NGK SPARK PLUG CO LTD,-0.0593
2,1,75.0,922.0,4,691.0,2,68.0,785.0,62,760.0,851,418.64977022698787,975.0,357.94894756277694,14,70.0,402.0,2011,MUSASHI SEIMITSU INDUSTRY CO LTD,-0.1325
1,95,45.0,409.0,4,630.0,2,45.0,466.0,56,766.0,837,418.64977022698787,4.0,60.0,7,74.0,257.0,2011,LEONI AG,-0.0663
1,21,51.0,973.0,2,928.0,1,73.0,770.0,35,742.0,532,418.64977022698787,3.0,969.0,55,98.0,77.0,2011,TOYODA GOSEI CO LTD,-0.0461
1,57,39.0,925.0,4,880.0,2,0.0,825.0,46,500.0,754,418.64977022698787,28.0,619.0,5,71.0,570.0,2011,HALLA HOLDINGS CORP,-0.0654
84,98,72.0,445.7999546896239,2,141.0,1,14.0,187.0,26,111.0,383,418.64977022698787,2.0,515.0,35,53.0,700.0,2011,TOKAI RIKA CO. LTD.,-0.0496
93,27,775.0,445.7999546896239,2,188.0,1,24.0,378.0,28,978.0,396,418.64977022698787,694.0,357.94894756277694,10,19.0,172.0,2011,NISSIN ELECTRIC CO LTD,-0.1082
82,16,337.0,445.7999546896239,1,569.0,91,639.0,437.0365710630131,21,174.0,286,418.64977022698787,5.0,15.0,14,7.0,944.0,2011,SIEMENS GAMESA RENEWABLE ENERGY SA,-0.0632
75,91,11.0,445.7999546896239,1,781.0,96,917.0,437.0365710630131,22,503.0,322,418.64977022698787,1.0,28.0,1,10.0,781.0,2011,ELRINGKLINGER AG,-0.05
55,81,181.0,445.7999546896239,1,411.0,74,784.0,437.0365710630131,17,110.0,257,418.64977022698787,8.0,358.0,9,59.0,850.0,2011,GENTEX CORPORATION,-0.0287
39,43,561.0,445.7999546896239,908,400.9971119806223,52,616.0,437.0365710630131,12,256.0,166,418.64977022698787,332.0,357.94894756277694,4,84.0,129.0,2011,FURUKAWA BATTERY COMPANY LIMITED (THE),-0.1002
86,49,27.0,226.0,2,24.0,1,15.0,62.0,26,70.0,39,933.0,29.0,199.0,15,28.0,70.0,2011,BAYER AG,-0.16210000000000002
52,65,36.0,551.0,1,21.0,70,81.0,624.0,16,27.0,22,273.0,33.0,988.0,1,5.0,85.0,2011,HITACHI LIMITED,-0.09449999999999999
20,77,62.0,624.0,55,126.0,27,23.0,921.0,6,12.0,10,66.0,9.0,93.0,1,80.0,86.0,2011,GLAXOSMITHKLINE PLC,-0.0184
19,52,79.0,744.0,61,895.0,23,97.0,616.0,4,84.0,11,959.0,3.0,0.0,1,38.0,14.0,2011,CVS HEALTH CORP,-0.0335
16,98,0.0,581.0,45,759.0,21,57.0,378.0,4,96.0,7,699.0,68.0,214.0,2,64.0,9.0,2011,ELI LILLY AND COMPANY,-0.0315
15,65,52.0,568.0,32,261.0,18,36.0,281.0,4,16.0,5,875.0,1.0,82.0,3,36.0,95.0,2011,JOHNSON & JOHNSON,-0.011699999999999999
8,3,5.0,176.0,21,506.0,10,12.0,590.0,2,33.0,3,678.0,39.0,27.0,10,24.0,45.0,2011,BAXTER INTERNATIONAL INC.,-0.0559
9,77,98.0,935.0,22,711.0,12,66.0,344.0,2,94.0,4,174.0,7.0,31.0,66,25.0,368.0,2011,ROCHE HOLDING AKTIENGESELLSCHAFT,-0.0076
7,46,40.0,155.0,20,238.0,9,64.0,631.0,2,18.0,3,807.0,4.0,87.0,21,74.0,178.0,2011,ASTRAZENECA PLC,-0.0060999999999999995
5,98,70.0,677.0,17,111.0,7,56.0,680.0,1,62.0,3,252.0,59.0,669.0,77,97.0,356.0,2011,BRISTOL-MYERS SQUIBB COMPANY,-0.0098
4,66,40.0,228.0,11,20.0,6,17.0,453.0,1,42.0,2,13.0,8.0,215.0,1,37.0,94.0,2011,MERCK KGAA,-0.0379
4,89,34.0,358.0,11,349.0,6,53.0,821.0,1,51.0,2,72.0,3.0,529.0,3,51.0,473.0,2011,DAIICHI SANKYO COMPANY LIMITED,-0.0311
4,30,81.0,106.0,11,411.0,5,72.0,865.0,1,32.0,1,962.0,3.0,978.0,40,71.0,238.0,2011,OTSUKA HOLDINGS COMPANY LIMITED,-0.0313
3,69,76.0,663.0,9,2.0,4,92.0,872.0,1,14.0,1,614.0,1.0,522.0,16,70.0,228.0,2011,HOYA CORPORATION,-0.024700000000000003
2,3,42.0,249.0,7,315.0,2,31.0,719.0,49,576.0,1,444.0,36.0,341.0,1,43.0,20.0,2011,ANSELL LIMITED,-0.2457
3,52,50.0,110.0,8,127.0,4,77.0,820.0,1,8.0,1,483.0,1.0,254.0,35,18.0,686.0,2011,KYOWA HAKKO KIRIN COMPANY LIMITED,-0.053399999999999996
2,91,77.0,480.0,7,881.0,3,74.0,58.0,82,288.0,1,483.0,21.0,95.0,16,49.0,137.0,2011,QUEST DIAGNOSTICS INCORPORATED,-0.0239
2,21,81.0,861.0,5,880.0,2,97.0,973.0,68,812.0,1,62.0,1.0,197.0,26,84.0,530.0,2011,TERUMO CORPORATION,-0.031
1,64,18.0,11.0,5,611.0,2,22.0,79.0,49,265.0,937,418.64977022698787,5.0,179.0,50,83.0,976.0,2011,TAKEDA PHARMACEUTICAL COMPANY LIMITED,-0.0046
2,10,98.0,390.0,5,552.0,2,86.0,663.0,65,189.0,1,33.0,3.0,480.0,15,23.0,148.0,2011,ASTELLAS PHARMA INCORPORATED,-0.0129
1,47,32.0,611.0,3,452.0,1,96.0,542.0,45,667.0,624,418.64977022698787,1.0,40.0,15,5.0,485.0,2011,CITIZEN WATCH CO LTD,-0.07490000000000001
1,41,67.0,989.0,3,443.0,1,90.0,107.0,43,853.0,628,418.64977022698787,1.0,494.0,13,67.0,842.0,2011,MITSUBISHI TANABE PHARMA CORP,-0.0158
1,8,64.0,556.0,2,605.0,1,45.0,950.0,33,602.0,478,418.64977022698787,1.0,363.0,12,63.0,551.0,2011,CHUGAI PHARMACEUTICAL CO LTD,-0.0152
94,58,222.0,445.7999546896239,2,239.0,1,27.0,121.0,29,215.0,412,418.64977022698787,1.0,385.0,1,60.0,425.0,2011,SUMITOMO DAINIPPON PHARMA CO LTD,-0.024300000000000002
79,77,108.0,445.7999546896239,2,332.0,1,1.0,552.0,22,996.0,425,418.64977022698787,61.0,957.0,7,79.0,376.0,2011,SMITH & NEPHEW PLC,-0.0098
79,69,946.0,445.7999546896239,1,886.0,1,6.0,972.0,24,593.0,345,418.64977022698787,1.0,188.0,2,35.0,524.0,2011,YOKOGAWA ELECTRIC CORPORATION,-0.0579
77,95,892.0,445.7999546896239,1,776.0,1,4.0,640.0,23,965.0,325,418.64977022698787,1.0,579.0,3,38.0,470.0,2011,OKI ELECTRIC INDUSTRY COMPANY LIMITED,-0.0576
73,88,606.0,445.7999546896239,1,760.0,98,883.0,437.0365710630131,22,982.0,323,418.64977022698787,346.0,357.94894756277694,4,9.0,765.0,2011,TSUMURA & CO,-0.028300000000000002
69,50,749.0,445.7999546896239,2,8.0,87,603.0,437.0365710630131,18,668.0,382,418.64977022698787,7.0,296.0,6,8.0,94.0,2011,"VARIAN MEDICAL SYSTEMS,INC. ",-0.0132
59,6,77.0,445.7999546896239,1,742.0,74,14.0,437.0365710630131,15,600.0,333,418.64977022698787,6.0,837.0,4,76.0,836.0,2011,"ITRON,INC. ",-0.0334
30,48,28.0,445.7999546896239,1,1.0,35,761.0,437.0365710630131,7,882.0,195,418.64977022698787,4.0,715.0,15,32.0,911.0,2011,EDWARDS LIFESCIENCES CORPORATION,-0.0141
35,11,280.0,445.7999546896239,869,400.9971119806223,47,78.0,437.0365710630131,10,846.0,157,418.64977022698787,404.0,357.94894756277694,2,7.0,303.0,2011,SANTEN PHARMACEUTICAL COMPANY LIMITED,-0.0095
36,47,284.0,445.7999546896239,841,400.9971119806223,48,310.0,437.0365710630131,11,289.0,154,418.64977022698787,922.0,357.94894756277694,33,296.0,333.03157793395593,2011,SHIMADZU CORPORATION,-0.0177
25,3,477.0,445.7999546896239,727,400.9971119806223,31,917.0,437.0365710630131,7,236.0,132,418.64977022698787,18.0,811.0,37,282.0,333.03157793395593,2011,HALMA P.L.C.,-0.0168
17,78,590.0,445.7999546896239,493,400.9971119806223,22,887.0,437.0365710630131,5,228.0,90,418.64977022698787,10.0,477.0,5,4.0,549.0,2011,RENISHAW PLC,-0.0189
20,32,501.0,445.7999546896239,630,400.9971119806223,25,116.0,437.0365710630131,5,148.0,121,418.64977022698787,2.0,887.0,1,82.0,769.0,2011,NATIONAL INSTRUMENTS CORPORATION,-0.0196
19,73,199.0,445.7999546896239,473,400.9971119806223,23,549.0,437.0365710630131,5,265.0,83,418.64977022698787,54.0,807.0,69,240.0,333.03157793395593,2011,VIFOR PHARMA AG,-0.0407
16,37,682.0,445.7999546896239,384,400.9971119806223,20,504.0,437.0365710630131,4,643.0,68,418.64977022698787,27.0,799.0,63,659.0,333.03157793395593,2011,SONOVA HOLDING AG,-0.0054
14,10,24.0,445.7999546896239,486,400.9971119806223,19,80.0,437.0365710630131,4,227.0,81,418.64977022698787,455.0,357.94894756277694,2,58.0,322.0,2011,SYSMEX CORPORATION,-0.0070999999999999995
2,80,10.0,445.7999546896239,97,400.9971119806223,3,428.0,437.0365710630131,751,280.59339193219273,18,418.64977022698787,4.0,42.0,1,92.0,428.0,2011,BTG PLC,
4,7,640.0,445.7999546896239,97,400.9971119806223,4,874.0,437.0365710630131,1,72.0,17,418.64977022698787,11.0,926.0,28,208.0,333.03157793395593,2011,STRAUMANN HOLDING AG,-0.0036
1,7,50.0,85.0,2,16.0,1,26.0,93.0,27,54.0,40,176.0,23.0,52.0,16,37.0,15.0,2011,GENERAL MOTORS COMPANY,-0.15439999999999998
68,65,91.0,540.0,1,55.0,92,74.0,269.0,21,17.0,28,414.0,6.0,666.0,11,96.0,27.0,2011,ASTRA INTERNATIONAL TBK PT,-0.4189
57,26,65.0,25.0,2,3.0,74,32.0,346.0,11,73.0,41,455.0,21.0,32.0,10,97.0,27.0,2011,FORD MOTOR COMPANY,-0.0591
52,59,97.0,49.0,1,13.0,63,54.0,436.0,14,53.0,20,873.0,89.0,75.0,2,70.0,17.0,2011,FIAT CHRYSLER AUTOMOBILES NV,-0.1832
53,22,75.0,511.0,1,14.0,71,3.0,766.0,15,37.0,21,169.0,1.0,70.0,1,94.0,34.0,2011,"HONDA MOTOR CO.,LTD. ",-0.0701
39,36,16.0,438.0,90,373.0,52,91.0,910.0,11,80.0,16,672.0,17.0,60.0,1,40.0,97.0,2011,DAIMLER AG,-0.042800000000000005
